SUMMARY,DTSTART,DTEND,CALENDAR,DURATION
🥪,2025-07-04 16:00:00,2025-07-04 16:15:00,Alimentação,0.25
🍌,2025-07-04 18:00:00,2025-07-04 18:05:00,Alimentação,0.083333333333333
🍽️,2025-07-04 20:00:00,2025-07-04 20:30:00,Alimentação,0.5
🍳,2025-07-05 06:30:00,2025-07-05 06:50:00,Alimentação,0.33333333333333
🧋,2025-07-05 10:00:00,2025-07-05 10:05:00,Alimentação,0.083333333333333
🍽️,2025-07-05 12:00:00,2025-07-05 12:20:00,Alimentação,0.33333333333333
🥪,2025-07-05 16:00:00,2025-07-05 16:15:00,Alimentação,0.25
🍌,2025-07-05 18:00:00,2025-07-05 18:05:00,Alimentação,0.083333333333333
🍽️,2025-07-05 20:00:00,2025-07-05 20:30:00,Alimentação,0.5
🍳,2025-07-06 06:30:00,2025-07-06 06:50:00,Alimentação,0.33333333333333
🧋,2025-07-06 10:00:00,2025-07-06 10:05:00,Alimentação,0.083333333333333
🍽️,2025-07-06 12:00:00,2025-07-06 12:20:00,Alimentação,0.33333333333333
🥪,2025-07-06 16:00:00,2025-07-06 16:15:00,Alimentação,0.25
🍌,2025-07-06 18:00:00,2025-07-06 18:05:00,Alimentação,0.083333333333333
🍽️,2025-07-06 20:00:00,2025-07-06 20:30:00,Alimentação,0.5
🍳,2025-07-07 06:30:00,2025-07-07 06:50:00,Alimentação,0.33333333333333
🧋,2025-07-07 10:00:00,2025-07-07 10:05:00,Alimentação,0.083333333333333
🍽️,2025-07-07 12:00:00,2025-07-07 12:20:00,Alimentação,0.33333333333333
🥪,2025-07-07 16:00:00,2025-07-07 16:15:00,Alimentação,0.25
🍌,2025-07-07 18:00:00,2025-07-07 18:05:00,Alimentação,0.083333333333333
🍽️,2025-07-07 20:00:00,2025-07-07 20:30:00,Alimentação,0.5
🍳,2025-07-08 06:30:00,2025-07-08 06:50:00,Alimentação,0.33333333333333
🧋,2025-07-08 10:00:00,2025-07-08 10:05:00,Alimentação,0.083333333333333
🍽️,2025-07-08 12:00:00,2025-07-08 12:20:00,Alimentação,0.33333333333333
🥪,2025-07-08 16:00:00,2025-07-08 16:15:00,Alimentação,0.25
🍌,2025-07-08 18:00:00,2025-07-08 18:05:00,Alimentação,0.083333333333333
🍽️,2025-07-08 20:00:00,2025-07-08 20:30:00,Alimentação,0.5
🍳,2025-07-09 06:30:00,2025-07-09 06:50:00,Alimentação,0.33333333333333
🧋,2025-07-09 10:00:00,2025-07-09 10:05:00,Alimentação,0.083333333333333
🍽️,2025-07-09 12:00:00,2025-07-09 12:20:00,Alimentação,0.33333333333333
🥪,2025-07-09 16:00:00,2025-07-09 16:15:00,Alimentação,0.25
🍌,2025-07-09 18:00:00,2025-07-09 18:05:00,Alimentação,0.083333333333333
🍽️,2025-07-09 20:00:00,2025-07-09 20:30:00,Alimentação,0.5
🍳,2025-07-10 06:30:00,2025-07-10 06:50:00,Alimentação,0.33333333333333
🧋,2025-07-10 10:00:00,2025-07-10 10:05:00,Alimentação,0.083333333333333
🍽️,2025-07-10 12:00:00,2025-07-10 12:20:00,Alimentação,0.33333333333333
🥪,2025-07-10 16:00:00,2025-07-10 16:15:00,Alimentação,0.25
🍌,2025-07-10 18:00:00,2025-07-10 18:05:00,Alimentação,0.083333333333333
🍽️,2025-07-10 20:00:00,2025-07-10 20:30:00,Alimentação,0.5
🍳,2025-07-11 06:30:00,2025-07-11 06:50:00,Alimentação,0.33333333333333
🧋,2025-07-11 10:00:00,2025-07-11 10:05:00,Alimentação,0.083333333333333
🍽️,2025-07-11 12:00:00,2025-07-11 12:20:00,Alimentação,0.33333333333333
🥪,2025-07-11 16:00:00,2025-07-11 16:15:00,Alimentação,0.25
🍌,2025-07-11 18:00:00,2025-07-11 18:05:00,Alimentação,0.083333333333333
🍽️,2025-07-11 20:00:00,2025-07-11 20:30:00,Alimentação,0.5
🍳,2025-07-12 06:30:00,2025-07-12 06:50:00,Alimentação,0.33333333333333
🧋,2025-07-12 10:00:00,2025-07-12 10:05:00,Alimentação,0.083333333333333
🍽️,2025-07-12 12:00:00,2025-07-12 12:20:00,Alimentação,0.33333333333333
🥪,2025-07-12 16:00:00,2025-07-12 16:15:00,Alimentação,0.25
🍌,2025-07-12 18:00:00,2025-07-12 18:05:00,Alimentação,0.083333333333333
🍽️,2025-07-12 20:00:00,2025-07-12 20:30:00,Alimentação,0.5
🍳,2025-07-13 06:30:00,2025-07-13 06:50:00,Alimentação,0.33333333333333
🧋,2025-07-13 10:00:00,2025-07-13 10:05:00,Alimentação,0.083333333333333
🍽️,2025-07-13 12:00:00,2025-07-13 12:20:00,Alimentação,0.33333333333333
🥪,2025-07-13 16:00:00,2025-07-13 16:15:00,Alimentação,0.25
🍌,2025-07-13 18:00:00,2025-07-13 18:05:00,Alimentação,0.083333333333333
🍽️,2025-07-13 20:00:00,2025-07-13 20:30:00,Alimentação,0.5
🍳,2025-07-14 06:30:00,2025-07-14 06:50:00,Alimentação,0.33333333333333
🧋,2025-07-14 10:00:00,2025-07-14 10:05:00,Alimentação,0.083333333333333
🍽️,2025-07-14 12:00:00,2025-07-14 12:20:00,Alimentação,0.33333333333333
🥪,2025-07-14 16:00:00,2025-07-14 16:15:00,Alimentação,0.25
🍌,2025-07-14 18:00:00,2025-07-14 18:05:00,Alimentação,0.083333333333333
🍽️,2025-07-14 20:00:00,2025-07-14 20:30:00,Alimentação,0.5
🍳,2025-07-15 06:30:00,2025-07-15 06:50:00,Alimentação,0.33333333333333
🧋,2025-07-15 10:00:00,2025-07-15 10:05:00,Alimentação,0.083333333333333
🍽️,2025-07-15 12:00:00,2025-07-15 12:20:00,Alimentação,0.33333333333333
🥪,2025-07-15 16:00:00,2025-07-15 16:15:00,Alimentação,0.25
🍌,2025-07-15 18:00:00,2025-07-15 18:05:00,Alimentação,0.083333333333333
🍽️,2025-07-15 20:00:00,2025-07-15 20:30:00,Alimentação,0.5
🍳,2025-07-16 06:30:00,2025-07-16 06:50:00,Alimentação,0.33333333333333
🧋,2025-07-16 10:00:00,2025-07-16 10:05:00,Alimentação,0.083333333333333
🍽️,2025-07-16 12:00:00,2025-07-16 12:20:00,Alimentação,0.33333333333333
🥪,2025-07-16 16:00:00,2025-07-16 16:15:00,Alimentação,0.25
🍌,2025-07-16 18:00:00,2025-07-16 18:05:00,Alimentação,0.083333333333333
🍽️,2025-07-16 20:00:00,2025-07-16 20:30:00,Alimentação,0.5
🍳,2025-07-17 06:30:00,2025-07-17 06:50:00,Alimentação,0.33333333333333
🧋,2025-07-17 10:00:00,2025-07-17 10:05:00,Alimentação,0.083333333333333
🍽️,2025-07-17 12:00:00,2025-07-17 12:20:00,Alimentação,0.33333333333333
🥪,2025-07-17 16:00:00,2025-07-17 16:15:00,Alimentação,0.25
🍌,2025-07-17 18:00:00,2025-07-17 18:05:00,Alimentação,0.083333333333333
🍽️,2025-07-17 20:00:00,2025-07-17 20:30:00,Alimentação,0.5
🍳,2025-07-18 06:30:00,2025-07-18 06:50:00,Alimentação,0.33333333333333
🧋,2025-07-18 10:00:00,2025-07-18 10:05:00,Alimentação,0.083333333333333
🍽️,2025-07-18 12:00:00,2025-07-18 12:20:00,Alimentação,0.33333333333333
🥪,2025-07-18 16:00:00,2025-07-18 16:15:00,Alimentação,0.25
🍌,2025-07-18 18:00:00,2025-07-18 18:05:00,Alimentação,0.083333333333333
🍽️,2025-07-18 20:00:00,2025-07-18 20:30:00,Alimentação,0.5
INF1410 - Gerenc Proj Inf,2025-05-12 15:00:00,2025-05-12 17:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-05-12 15:00:00,2025-05-12 17:00:00,PUC 👻,2
INF1608 - Análise Numérica,2025-05-13 11:00:00,2025-05-13 13:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-05-13 13:00:00,2025-05-13 15:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-05-14 15:00:00,2025-05-14 17:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-05-15 13:00:00,2025-05-15 15:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-05-19 15:00:00,2025-05-19 17:00:00,PUC 👻,2
INF1608 - Análise Numérica,2025-05-20 11:00:00,2025-05-20 13:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-05-20 13:00:00,2025-05-20 15:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-05-21 15:00:00,2025-05-21 17:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-05-22 13:00:00,2025-05-22 15:00:00,PUC 👻,2
INF1629 - P. Eng. de Software,2025-05-22 15:00:00,2025-05-22 17:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-05-26 15:00:00,2025-05-26 17:00:00,PUC 👻,2
INF1608 - Análise Numérica,2025-05-27 11:00:00,2025-05-27 13:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-05-27 13:00:00,2025-05-27 15:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-05-28 15:00:00,2025-05-28 17:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-05-29 13:00:00,2025-05-29 15:00:00,PUC 👻,2
INF1629 - P. Eng. de Software,2025-05-29 15:00:00,2025-05-29 17:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-06-02 15:00:00,2025-06-02 17:00:00,PUC 👻,2
INF1608 - Análise Numérica,2025-06-03 11:00:00,2025-06-03 13:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-06-03 13:00:00,2025-06-03 15:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-06-04 15:00:00,2025-06-04 17:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-06-05 13:00:00,2025-06-05 15:00:00,PUC 👻,2
INF1629 - P. Eng. de Software,2025-06-05 15:00:00,2025-06-05 17:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-06-09 15:00:00,2025-06-09 17:00:00,PUC 👻,2
INF1608 - Análise Numérica,2025-06-10 11:00:00,2025-06-10 13:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-06-10 13:00:00,2025-06-10 15:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-06-11 15:00:00,2025-06-11 17:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-06-12 13:00:00,2025-06-12 15:00:00,PUC 👻,2
INF1629 - P. Eng. de Software,2025-06-12 15:00:00,2025-06-12 17:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-06-16 15:00:00,2025-06-16 17:00:00,PUC 👻,2
INF1608 - Análise Numérica,2025-06-17 11:00:00,2025-06-17 13:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-06-17 13:00:00,2025-06-17 15:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-06-18 15:00:00,2025-06-18 17:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-06-19 13:00:00,2025-06-19 15:00:00,PUC 👻,2
INF1629 - P. Eng. de Software,2025-06-19 15:00:00,2025-06-19 17:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-06-23 15:00:00,2025-06-23 17:00:00,PUC 👻,2
INF1608 - Análise Numérica,2025-06-24 11:00:00,2025-06-24 13:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-06-24 13:00:00,2025-06-24 15:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-06-25 15:00:00,2025-06-25 17:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-06-26 13:00:00,2025-06-26 15:00:00,PUC 👻,2
INF1629 - P. Eng. de Software,2025-06-26 15:00:00,2025-06-26 17:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-06-30 15:00:00,2025-06-30 17:00:00,PUC 👻,2
INF1608 - Análise Numérica,2025-07-01 11:00:00,2025-07-01 13:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-07-01 13:00:00,2025-07-01 15:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-07-02 15:00:00,2025-07-02 17:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-07-03 13:00:00,2025-07-03 15:00:00,PUC 👻,2
INF1629 - P. Eng. de Software,2025-07-03 15:00:00,2025-07-03 17:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-07-07 15:00:00,2025-07-07 17:00:00,PUC 👻,2
INF1608 - Análise Numérica,2025-07-08 11:00:00,2025-07-08 13:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-07-08 13:00:00,2025-07-08 15:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-07-09 15:00:00,2025-07-09 17:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-07-10 13:00:00,2025-07-10 15:00:00,PUC 👻,2
INF1629 - P. Eng. de Software,2025-07-10 15:00:00,2025-07-10 17:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-07-14 15:00:00,2025-07-14 17:00:00,PUC 👻,2
INF1608 - Análise Numérica,2025-07-15 11:00:00,2025-07-15 13:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-07-15 13:00:00,2025-07-15 15:00:00,PUC 👻,2
INF1410 - Gerenc Proj Inf,2025-07-16 15:00:00,2025-07-16 17:00:00,PUC 👻,2
ADM1019 - Intr. Finanças,2025-07-17 13:00:00,2025-07-17 15:00:00,PUC 👻,2
INF1629 - P. Eng. de Software,2025-07-17 15:00:00,2025-07-17 17:00:00,PUC 👻,2
Parabéns!,2002-04-22 00:00:00,2002-04-23 00:00:00,Pessoal,24
Parabéns!,2003-04-22 00:00:00,2003-04-23 00:00:00,Pessoal,24
Parabéns!,2004-04-22 00:00:00,2004-04-23 00:00:00,Pessoal,24
Parabéns!,2005-04-22 00:00:00,2005-04-23 00:00:00,Pessoal,24
Parabéns!,2006-04-22 00:00:00,2006-04-23 00:00:00,Pessoal,24
Parabéns!,2007-04-22 00:00:00,2007-04-23 00:00:00,Pessoal,24
Parabéns!,2008-04-22 00:00:00,2008-04-23 00:00:00,Pessoal,24
Parabéns!,2009-04-22 00:00:00,2009-04-23 00:00:00,Pessoal,24
Parabéns!,2010-04-22 00:00:00,2010-04-23 00:00:00,Pessoal,24
Parabéns!,2011-04-22 00:00:00,2011-04-23 00:00:00,Pessoal,24
Parabéns!,2012-04-22 00:00:00,2012-04-23 00:00:00,Pessoal,24
Parabéns!,2013-04-22 00:00:00,2013-04-23 00:00:00,Pessoal,24
Parabéns!,2014-04-22 00:00:00,2014-04-23 00:00:00,Pessoal,24
Parabéns!,2015-04-22 00:00:00,2015-04-23 00:00:00,Pessoal,24
Parabéns!,2016-04-22 00:00:00,2016-04-23 00:00:00,Pessoal,24
Parabéns!,2017-04-22 00:00:00,2017-04-23 00:00:00,Pessoal,24
Parabéns!,2018-04-22 00:00:00,2018-04-23 00:00:00,Pessoal,24
Parabéns!,2019-04-22 00:00:00,2019-04-23 00:00:00,Pessoal,24
Parabéns!,2020-04-22 00:00:00,2020-04-23 00:00:00,Pessoal,24
Parabéns!,2021-04-22 00:00:00,2021-04-23 00:00:00,Pessoal,24
Parabéns!,2022-04-22 00:00:00,2022-04-23 00:00:00,Pessoal,24
Parabéns!,2023-04-22 00:00:00,2023-04-23 00:00:00,Pessoal,24
Parabéns!,2024-04-22 00:00:00,2024-04-23 00:00:00,Pessoal,24
Parabéns!,2025-04-22 00:00:00,2025-04-23 00:00:00,Pessoal,24
Alessandra,2021-05-19 19:00:00,2021-05-19 20:30:00,Compromisso,1.5
RM,2021-06-02 15:00:00,2021-06-02 16:45:00,Compromisso,1.75
P3,2021-07-08 11:00:00,2021-07-08 13:00:00,Compromisso,2
Psicóloga,2021-09-03 16:00:00,2021-09-03 17:00:00,Compromisso,1
Zion,2022-01-17 10:00:00,2022-01-17 12:20:00,Compromisso,2.3333333333333
Psicóloga,2022-02-02 18:00:00,2022-02-02 18:50:00,Compromisso,0.83333333333333
ZION,2022-02-04 10:00:00,2022-02-04 12:00:00,Compromisso,2
Autoescola,2022-07-23 12:00:00,2022-07-23 13:00:00,Compromisso,1
Autoescola,2022-08-20 12:40:00,2022-08-20 14:40:00,Compromisso,2
Autoescola,2022-08-27 12:30:00,2022-08-27 14:10:00,Compromisso,1.6666666666667
Autoescola,2022-09-17 08:00:00,2022-09-17 12:00:00,Compromisso,4
Autoescola,2022-09-24 10:30:00,2022-09-24 14:10:00,Compromisso,3.6666666666667
Autoescola,2022-10-01 08:00:00,2022-10-01 11:50:00,Compromisso,3.8333333333333
Autoescola,2022-10-08 09:00:00,2022-10-08 13:50:00,Compromisso,4.8333333333333
Autoescola,2022-10-15 08:00:00,2022-10-15 12:00:00,Compromisso,4
Aula de Violão,2022-12-05 12:00:00,2022-12-05 13:00:00,Compromisso,1
Cortar cabelo,2023-01-13 13:30:00,2023-01-13 14:00:00,Compromisso,0.5
Aula de Música,2023-01-23 12:00:00,2023-01-23 13:00:00,Compromisso,1
Aula de Música,2023-01-30 12:00:00,2023-01-30 13:00:00,Compromisso,1
Aula de Música,2023-02-06 12:00:00,2023-02-06 13:00:00,Compromisso,1
Aula de Música,2023-02-09 12:00:00,2023-02-09 13:00:00,Compromisso,1
Aula de Música,2023-02-13 12:00:00,2023-02-13 13:00:00,Compromisso,1
Aula de Música,2023-02-20 12:00:00,2023-02-20 13:00:00,Compromisso,1
Aula de Música,2023-02-27 12:00:00,2023-02-27 13:00:00,Compromisso,1
Aula de Música,2023-03-10 11:00:00,2023-03-10 12:00:00,Compromisso,1
Aula de Música,2023-03-17 11:00:00,2023-03-17 12:00:00,Compromisso,1
Aula de Música,2023-03-24 11:00:00,2023-03-24 12:00:00,Compromisso,1
Autoescola,2023-04-01 09:40:00,2023-04-01 14:40:00,Compromisso,5
Centro,2023-05-12 10:00:00,2023-05-12 13:00:00,Compromisso,3
Autoescola,2023-05-13 12:00:00,2023-05-13 12:50:00,Compromisso,0.83333333333333
Conversa PUC,2023-05-19 11:30:00,2023-05-19 12:30:00,Compromisso,1
Auto Escola: Prova Prática,2023-06-05 03:00:00,2023-06-05 09:00:00,Compromisso,6
Detran,2023-12-01 18:12:00,2023-12-01 19:12:00,Compromisso,1
🎤 Aula de Canto,2024-01-03 18:00:00,2024-01-03 19:00:00,Compromisso,1
🎸 Aula de Guitarra,2024-01-03 19:00:00,2024-01-03 20:00:00,Compromisso,1
🎤 Aula de Canto,2024-01-10 18:00:00,2024-01-10 19:00:00,Compromisso,1
🎸 Aula de Guitarra,2024-01-10 19:00:00,2024-01-10 20:00:00,Compromisso,1
🎤 Aula de Canto,2024-01-17 18:00:00,2024-01-17 19:00:00,Compromisso,1
🎸 Aula de Guitarra,2024-01-17 19:00:00,2024-01-17 20:00:00,Compromisso,1
Cortar cabelo,2024-01-18 11:00:00,2024-01-18 12:00:00,Compromisso,1
🎤 Aula de Canto,2024-01-24 18:00:00,2024-01-24 19:00:00,Compromisso,1
🎸 Aula de Guitarra,2024-01-24 19:00:00,2024-01-24 20:00:00,Compromisso,1
🎤 Aula de Canto,2024-02-07 19:00:00,2024-02-07 20:00:00,Compromisso,1
Cortar cabelo,2024-05-30 14:00:00,2024-05-30 14:30:00,Compromisso,0.5
Graduação Muay Thai,2024-11-17 00:00:00,2024-11-18 00:00:00,Compromisso,24
Visita Rede,2025-02-10 10:00:00,2025-02-10 11:00:00,Compromisso,1
Cortar cabelo,2025-03-14 19:00:00,2025-03-14 19:45:00,Compromisso,0.75
Mago da Música link,2025-04-10 09:00:00,2025-04-10 10:00:00,Compromisso,1
Conversa Pedro,2025-04-16 20:00:00,2025-04-16 21:00:00,Compromisso,1
T2 Álgebra,2022-04-13 00:00:00,2022-04-19 00:00:00,Exames,144
Prova Auto Escola,2022-04-25 11:00:00,2022-04-25 12:00:00,Exames,1
INF1301 - Relatório Plano de Ação,2022-04-28 00:00:00,2022-04-29 00:00:00,Exames,24
P1 INF1018,2022-05-05 09:00:00,2022-05-05 10:45:00,Exames,1.75
P1 ProgMod,2022-05-07 09:00:00,2022-05-07 11:00:00,Exames,2
Entrega Trabalho INF1018,2022-05-09 00:00:00,2022-05-10 00:00:00,Exames,24
T3 Álgebra,2022-05-20 00:00:00,2022-05-24 00:00:00,Exames,96
T4 Álgebra,2022-06-10 00:00:00,2022-06-14 00:00:00,Exames,96
P2 INF1018,2022-06-21 09:00:00,2022-06-21 10:45:00,Exames,1.75
P2 Álgebra,2022-06-23 00:00:00,2022-06-24 00:00:00,Exames,24
Trab INF1018,2022-06-26 00:00:00,2022-06-27 00:00:00,Exames,24
P3 Álgebra,2022-07-01 17:00:00,2022-07-01 18:50:00,Exames,1.8333333333333
P2 ProgMod,2022-07-02 09:00:00,2022-07-02 11:00:00,Exames,2
Avaliação 1 Álgebra,2022-09-05 00:00:00,2022-09-06 00:00:00,Exames,24
P1 Cálculo,2022-09-06 17:00:00,2022-09-06 18:50:00,Exames,1.8333333333333
T1 Maple Álgebra,2022-09-08 07:00:00,2022-09-08 08:00:00,Exames,1
Avaliação 2 Álgebra,2022-09-09 00:00:00,2022-09-13 00:00:00,Exames,96
P1 Álgebra,2022-09-09 17:00:00,2022-09-09 18:45:00,Exames,1.75
Teste 1 ProbComp,2022-09-12 09:00:00,2022-09-12 11:00:00,Exames,2
Av. Lab1 Cálculo,2022-09-13 17:00:00,2022-09-13 18:00:00,Exames,1
Trabalho 2 IAC,2022-09-15 00:00:00,2022-09-16 00:00:00,Exames,24
Trabalho 3 IAC,2022-09-27 00:00:00,2022-10-11 00:00:00,Exames,336
Trab G1 ProbComp,2022-09-27 17:00:00,2022-09-30 17:00:00,Exames,72
Teste 2 ProbComp,2022-09-28 09:00:00,2022-09-28 11:00:00,Exames,2
Avaliação 3 Álgebra,2022-09-30 00:00:00,2022-10-06 00:00:00,Exames,144
P1 IAC,2022-10-11 09:00:00,2022-10-11 11:00:00,Exames,2
Avaliação 4 Álgebra,2022-10-12 00:00:00,2022-10-18 00:00:00,Exames,144
Tete 2 Maple Álgebra,2022-10-18 07:00:00,2022-10-18 08:00:00,Exames,1
P2 Álgebra,2022-10-19 17:00:00,2022-10-19 19:50:00,Exames,2.8333333333333
Semana 6,2022-10-20 13:00:00,2022-10-20 14:00:00,Exames,1
Semana 7,2022-10-21 09:00:00,2022-10-21 10:00:00,Exames,1
Semana 8,2022-10-21 09:00:00,2022-10-21 10:00:00,Exames,1
Atividade 2 Cálculo,2022-10-21 17:00:00,2022-10-22 17:00:00,Exames,24
Semana 10,2022-10-22 09:00:00,2022-10-22 10:00:00,Exames,1
Semana 9,2022-10-22 09:00:00,2022-10-22 10:00:00,Exames,1
Semana 11,2022-10-23 09:00:00,2022-10-23 10:00:00,Exames,1
P2 Cálculo,2022-10-24 17:00:00,2022-10-24 18:50:00,Exames,1.8333333333333
Av. Lab2 Cálculo,2022-10-27 17:00:00,2022-10-27 18:00:00,Exames,1
Av Extra Álgebra,2022-10-29 17:00:00,2022-10-30 00:00:00,Exames,7
Av Extra Álgebra,2022-11-01 00:00:00,2022-11-03 00:00:00,Exames,48
Av Extra C Álgebra,2022-11-04 00:00:00,2022-11-07 00:00:00,Exames,72
Av Extra D Álgebra,2022-11-10 00:00:00,2022-11-11 00:00:00,Exames,24
Avaliaçao 5 Álgebra,2022-11-11 00:00:00,2022-11-16 00:00:00,Exames,120
Trabalho 4 IAC,2022-11-13 00:00:00,2022-11-14 00:00:00,Exames,24
Av 6 Álgebra,2022-11-18 00:00:00,2022-11-21 00:00:00,Exames,72
T3 Álgebra,2022-11-22 07:00:00,2022-11-22 08:00:00,Exames,1
P3 Álgebra,2022-11-25 17:00:00,2022-11-25 18:00:00,Exames,1
P2 IAC,2022-12-01 10:00:00,2022-12-01 11:00:00,Exames,1
Teste e Medição: Atividade 1,2023-04-03 00:00:00,2023-04-04 00:00:00,Exames,24
SO: Lab 2,2023-04-04 00:00:00,2023-04-05 00:00:00,Exames,24
Atividade Teste,2023-04-25 00:00:00,2023-04-27 00:00:00,Exames,48
POO: P1,2023-04-29 00:00:00,2023-04-30 00:00:00,Exames,24
Teste e Medção: P1,2023-05-03 00:00:00,2023-05-04 00:00:00,Exames,24
POO: Trab I,2023-05-07 00:00:00,2023-05-08 00:00:00,Exames,24
BD: T2,2023-05-09 00:00:00,2023-05-10 00:00:00,Exames,24
SO: P1,2023-05-16 00:00:00,2023-05-17 00:00:00,Exames,24
BD: Trab 1,2023-05-21 00:00:00,2023-05-22 00:00:00,Exames,24
POO: Trab II,2023-05-21 00:00:00,2023-05-22 00:00:00,Exames,24
SO: Trab 1,2023-05-22 00:00:00,2023-05-23 00:00:00,Exames,24
BD: T3,2023-05-23 00:00:00,2023-05-24 00:00:00,Exames,24
SO: Lab 5,2023-05-25 00:00:00,2023-05-26 00:00:00,Exames,24
POO: Trab III,2023-06-04 00:00:00,2023-06-05 00:00:00,Exames,24
BD: T1 G2,2023-06-06 00:00:00,2023-06-07 00:00:00,Exames,24
BD: T1 G2,2023-06-06 17:00:00,2023-06-06 19:00:00,Exames,2
POO: Trab IV,2023-06-18 00:00:00,2023-06-19 00:00:00,Exames,24
TMS: Atividade 3,2023-06-19 00:00:00,2023-06-20 00:00:00,Exames,24
SO: Lab 6,2023-06-20 00:00:00,2023-06-21 00:00:00,Exames,24
TMS: P2,2023-06-21 00:00:00,2023-06-22 00:00:00,Exames,24
TMS: P2,2023-06-21 11:00:00,2023-06-21 13:00:00,Exames,2
BD: Trab 2,2023-06-25 00:00:00,2023-06-26 00:00:00,Exames,24
POO: Apresentação,2023-06-28 00:00:00,2023-06-29 00:00:00,Exames,24
POO: Apresentação,2023-06-28 08:20:00,2023-06-28 09:00:00,Exames,0.66666666666667
BD: T2 G2,2023-06-29 00:00:00,2023-06-30 00:00:00,Exames,24
SO: P2,2023-06-29 00:00:00,2023-06-30 00:00:00,Exames,24
BD: T2 G2,2023-06-29 07:00:00,2023-06-29 09:00:00,Exames,2
SO: P2,2023-06-29 11:00:00,2023-06-29 13:00:00,Exames,2
IHC: Trab II,2023-07-02 00:00:00,2023-07-03 00:00:00,Exames,24
SO: Trab 2,2023-07-04 00:00:00,2023-07-05 00:00:00,Exames,24
IHC: Apresentação,2023-07-04 00:00:00,2023-07-05 00:00:00,Exames,24
De-Para,2023-08-23 11:00:00,2023-08-23 13:00:00,Exames,2
De/Para Alternativo,2023-08-29 00:00:00,2023-08-30 00:00:00,Exames,24
De/Para Alternativo,2023-08-29 08:00:00,2023-08-29 16:00:00,Exames,8
